id,Response
381110,0.00024095329886970998
381111,0.32223512336719884
381112,0.32223512336719884
381113,0.006690859605352688
381114,0.0011355893708834886
381115,0.00024095329886970998
381116,0.00024095329886970998
381117,0.00024095329886970998
381118,0.26611165523996083
381119,0.001234949058351343
381120,0.001234949058351343
381121,0.2512150780989129
381122,0.00024095329886970998
381123,0.32223512336719884
381124,0.2512150780989129
381125,0.00024095329886970998
381126,0.16976127320954906
381127,0.26611165523996083
381128,0.00024095329886970998
381129,0.00024095329886970998
381130,0.00024095329886970998
381131,0.00024095329886970998
381132,0.06445033652865592
381133,0.26611165523996083
381134,0.2512150780989129
381135,0.00024095329886970998
381136,0.00024095329886970998
381137,0.001234949058351343
381138,0.001234949058351343
381139,0.00024095329886970998
381140,0.13970149253731343
381141,0.00024095329886970998
381142,0.00024095329886970998
381143,0.00024095329886970998
381144,0.10578095780144728
381145,0.3700462057934956
381146,0.00024095329886970998
381147,0.10578095780144728
381148,0.00024095329886970998
381149,0.00024095329886970998
381150,0.32223512336719884
381151,0.32223512336719884
381152,0.00024095329886970998
381153,0.29376090387970427
381154,0.3700462057934956
381155,0.3700462057934956
381156,0.00024095329886970998
381157,0.03804047329426075
381158,0.2512150780989129
381159,0.18351504579153946
381160,0.2512150780989129
381161,0.006690859605352688
381162,0.00024095329886970998
381163,0.32223512336719884
381164,0.00024095329886970998
381165,0.16976127320954906
381166,0.1310759148006554
381167,0.00024095329886970998
381168,0.00024095329886970998
381169,0.03804047329426075
381170,0.00024095329886970998
381171,0.00024095329886970998
381172,0.32223512336719884
381173,0.1310759148006554
381174,0.00024095329886970998
381175,0.00024095329886970998
381176,0.00024095329886970998
381177,0.2512150780989129
381178,0.10578095780144728
381179,0.00024095329886970998
381180,0.009366804046459348
381181,0.00024095329886970998
381182,0.32223512336719884
381183,0.00024095329886970998
381184,0.006690859605352688
381185,0.00024095329886970998
381186,0.3700462057934956
381187,0.3700462057934956
381188,0.18351504579153946
381189,0.053794086213038834
381190,0.001234949058351343
381191,0.2512150780989129
381192,0.2512150780989129
381193,0.00024095329886970998
381194,0.2512150780989129
381195,0.10578095780144728
381196,0.00024095329886970998
381197,0.03277236492471213
381198,0.3700462057934956
381199,0.2512150780989129
381200,0.00024095329886970998
381201,0.001234949058351343
381202,0.32223512336719884
381203,0.4211267605633803
381204,0.10578095780144728
381205,0.00024095329886970998
381206,0.05451295799821269
381207,0.00024095329886970998
381208,0.03277236492471213
381209,0.00024095329886970998
381210,0.18351504579153946
381211,0.00024095329886970998
381212,0.29376090387970427
381213,0.2512150780989129
381214,0.2512150780989129
381215,0.18351504579153946
381216,0.10578095780144728
381217,0.001234949058351343
381218,0.3700462057934956
381219,0.13970149253731343
381220,0.006690859605352688
381221,0.2512150780989129
381222,0.00024095329886970998
381223,0.00024095329886970998
381224,0.26611165523996083
381225,0.3241856314145471
381226,0.2512150780989129
381227,0.26611165523996083
381228,0.03277236492471213
381229,0.2512150780989129
381230,0.00024095329886970998
381231,0.00024095329886970998
381232,0.3700462057934956
381233,0.00024095329886970998
381234,0.32223512336719884
381235,0.00024095329886970998
381236,0.10578095780144728
381237,0.00024095329886970998
381238,0.00024095329886970998
381239,0.00024095329886970998
381240,0.00024095329886970998
381241,0.29376090387970427
381242,0.00024095329886970998
381243,0.001234949058351343
381244,0.10578095780144728
381245,0.00024095329886970998
381246,0.32223512336719884
381247,0.3241856314145471
381248,0.00024095329886970998
381249,0.16976127320954906
381250,0.00024095329886970998
381251,0.001234949058351343
381252,0.00024095329886970998
381253,0.00024095329886970998
381254,0.00024095329886970998
381255,0.26611165523996083
381256,0.32223512336719884
381257,0.00024095329886970998
381258,0.006690859605352688
381259,0.03804047329426075
381260,0.03804047329426075
381261,0.2512150780989129
381262,0.32223512336719884
381263,0.00024095329886970998
381264,0.32223512336719884
381265,0.1310759148006554
381266,0.00024095329886970998
381267,0.00024095329886970998
381268,0.00024095329886970998
381269,0.14768883878241262
381270,0.2512150780989129
381271,0.18351504579153946
381272,0.00024095329886970998
381273,0.00024095329886970998
381274,0.00024095329886970998
381275,0.0011355893708834886
381276,0.163151364764268
381277,0.00024095329886970998
381278,0.2512150780989129
381279,0.3700462057934956
381280,0.00024095329886970998
381281,0.2512150780989129
381282,0.00024095329886970998
381283,0.00024095329886970998
381284,0.29376090387970427
381285,0.00024095329886970998
381286,0.00024095329886970998
381287,0.00024095329886970998
381288,0.32223512336719884
381289,0.3241856314145471
381290,0.3700462057934956
381291,0.29376090387970427
381292,0.10578095780144728
381293,0.00024095329886970998
381294,0.475
381295,0.00024095329886970998
381296,0.3700462057934956
381297,0.00024095329886970998
381298,0.001234949058351343
381299,0.001234949058351343
381300,0.053794086213038834
381301,0.18351504579153946
381302,0.00024095329886970998
381303,0.00024095329886970998
381304,0.00024095329886970998
381305,0.06451612903225806
381306,0.29376090387970427
381307,0.00024095329886970998
381308,0.3241856314145471
381309,0.00024095329886970998
381310,0.3700462057934956
381311,0.0011355893708834886
381312,0.00024095329886970998
381313,0.32223512336719884
381314,0.009366804046459348
381315,0.00024095329886970998
381316,0.2512150780989129
381317,0.024309723889555823
381318,0.15826330532212884
381319,0.00024095329886970998
381320,0.10578095780144728
381321,0.10578095780144728
381322,0.18351504579153946
381323,0.009366804046459348
381324,0.00024095329886970998
381325,0.3700462057934956
381326,0.00024095329886970998
381327,0.26611165523996083
381328,0.0011355893708834886
381329,0.18351504579153946
381330,0.00024095329886970998
381331,0.2512150780989129
381332,0.00024095329886970998
381333,0.00024095329886970998
381334,0.00024095329886970998
381335,0.00024095329886970998
381336,0.00024095329886970998
381337,0.001234949058351343
381338,0.29376090387970427
381339,0.06445033652865592
381340,0.001234949058351343
381341,0.00024095329886970998
381342,0.00024095329886970998
381343,0.00024095329886970998
381344,0.3700462057934956
381345,0.00024095329886970998
381346,0.03277236492471213
381347,0.2512150780989129
381348,0.00024095329886970998
381349,0.00024095329886970998
381350,0.00024095329886970998
381351,0.2512150780989129
381352,0.00024095329886970998
381353,0.29376090387970427
381354,0.00024095329886970998
381355,0.00024095329886970998
381356,0.00024095329886970998
381357,0.00024095329886970998
381358,0.00024095329886970998
381359,0.2512150780989129
381360,0.18351504579153946
381361,0.00024095329886970998
381362,0.03804047329426075
381363,0.02502606882168926
381364,0.00024095329886970998
381365,0.32223512336719884
381366,0.32223512336719884
381367,0.32223512336719884
381368,0.0011355893708834886
381369,0.3700462057934956
381370,0.001234949058351343
381371,0.2512150780989129
381372,0.15431519699812382
381373,0.00024095329886970998
381374,0.16976127320954906
381375,0.00024095329886970998
381376,0.3758020164986251
381377,0.006690859605352688
381378,0.2512150780989129
381379,0.10578095780144728
381380,0.00024095329886970998
381381,0.26611165523996083
381382,0.32223512336719884
381383,0.00024095329886970998
381384,0.2512150780989129
381385,0.16976127320954906
381386,0.2512150780989129
381387,0.3700462057934956
381388,0.2512150780989129
381389,0.18351504579153946
381390,0.10810810810810811
381391,0.2512150780989129
381392,0.32223512336719884
381393,0.00024095329886970998
381394,0.001234949058351343
381395,0.06445033652865592
381396,0.00024095329886970998
381397,0.001234949058351343
381398,0.00024095329886970998
381399,0.00024095329886970998
381400,0.001234949058351343
381401,0.009366804046459348
381402,0.32223512336719884
381403,0.001234949058351343
381404,0.03277236492471213
381405,0.29376090387970427
381406,0.3700462057934956
381407,0.3700462057934956
381408,0.13970149253731343
381409,0.053794086213038834
381410,0.00024095329886970998
381411,0.06451612903225806
381412,0.06445033652865592
381413,0.10578095780144728
